,phrase,label,sentiment,subjectivity,language,count,topicColor,keywordColor,continent,gnd,geonames,latitude,longitude,geotype,country,ipcc
Devo…,Devo…,LOC,0.0,0.0,de,1,,,,,,,,,,
Kuşadası,Kuşadası,LOC,0.0,0.0,de,1,,,,,,,,,,
Aydin,Aydin,LOC,-1.0,0.0,de,1,,,,,,,,,,
Meinungsumfragen,Meinungsumfragen,LOC,0.0,0.0,de,1,,,,,,,,,,
National Mall,National Mall,LOC,0.0,0.0,de,1,,,,,,,,,,
Rot-Weiß-Blau,Rot-Weiß-Blau,LOC,0.0,0.0,de,1,,,,,,,,,,
Einnahme,Einnahme,LOC,0.7,0.0,de,1,,,,,,,,,,
Kremlsprecher,Kremlsprecher,LOC,0.0,0.0,de,1,,,,,,,,,,
den Niederlanden,den Niederlanden,LOC,1.0,0.0,de,1,,,,,,,,,,
Brent,Brent,LOC,0.0,0.0,de,1,,,,,,,,,,
Niederlanden,Niederlanden,LOC,0.15000000000000002,0.0,de,1,,,,,,,,,,
logistisc…,logistisc…,LOC,0.0,0.0,de,1,,,,,,,,,,
Hessische Landeskriminalamt,Hessische Landeskriminalamt,LOC,0.0,0.0,de,1,,,,,,,,,,
DW‑Reporter,DW‑Reporter,LOC,0.0,0.0,de,1,,,,,,,,,,
Schnellladeausbau,Schnellladeausbau,LOC,0.7,0.0,de,1,,,,,,,,,,
anw,anw,LOC,0.0,0.0,de,1,,,,,,,,,,
Bordeaux,Bordeaux,LOC,-0.5,0.5,de,1,,,,,,,,,,
Schwarzmeerstadt,Schwarzmeerstadt,LOC,0.0,0.0,de,1,,,,,,,,,,
Finanzdeals,Finanzdeals,LOC,0.0,0.0,de,1,,,,,,,,,,
Faridoon Tofans,Faridoon Tofans,LOC,0.0,0.0,de,1,,,,,,,,,,
Flughaf…,Flughaf…,LOC,0.0,0.0,de,1,,,,,,,,,,
Sprint-Pole,Sprint-Pole,LOC,0.0,0.0,de,1,,,,,,,,,,
Silverstone,Silverstone,LOC,0.0,0.0,de,1,,,,,,,,,,
Sleepy Hollow,Sleepy Hollow,LOC,0.0,0.0,de,1,,,,,,,,,,
Madison Square Garden,Madison Square Garden,LOC,0.0,0.0,de,1,,,,,,,,,,
"Sankt
Petersburg","Sankt
Petersburg",LOC,0.7,0.0,de,1,,,,,,,,,,
Nahost-Friedensgespräche,Nahost-Friedensgespräche,LOC,0.0,0.0,de,1,,,,,,,,,,
US-Elektroautobauer,US-Elektroautobauer,LOC,0.0,0.0,de,1,,,,,,,,,,
AT&amp;T Stadium,AT&amp;T Stadium,LOC,0.0,0.0,de,1,,,,,,,,,,
Fußballfans,Fußballfans,LOC,0.0,1.0,de,1,,,,,,,,,,
Nato-Atomwaffen,Nato-Atomwaffen,LOC,0.0,0.0,de,1,,,,,,,,,,
Nato‑Grenze,Nato‑Grenze,LOC,0.0,0.0,de,1,,,,,,,,,,
Militärangaben,Militärangaben,LOC,-0.7,0.0,de,1,,,,,,,,,,
Südchinesisches Meer,Südchinesisches Meer,LOC,0.0,0.0,de,1,,,,,,,,,,
Bodø,Bodø,LOC,0.0,0.0,de,1,,,,,,,,,,
East Rutherford,East Rutherford,LOC,0.0,0.0,de,1,,,,,,,,,,
Arlington,Arlington,LOC,0.0,0.0,de,1,,,,,,,,,,
Pokrowsk,Pokrowsk,LOC,0.0,0.0,de,1,,,,,,,,,,
Dallas,Dallas,LOC,0.0,0.0,de,1,,,,,,,,,,
US-Astronauten,US-Astronauten,LOC,0.0,0.0,de,1,,,,,,,,,,
Akinci,Akinci,LOC,0.0,0.0,de,1,,,,,,,,,,
US-Wahlen,US-Wahlen,LOC,0.0,0.0,de,1,,,,,,,,,,
Papierstau,Papierstau,LOC,0.0,0.0,de,1,,,,,,,,,,
Reservefonds,Reservefonds,LOC,-0.35,0.5,de,1,,,,,,,,,,
Dolgoprudnyj,Dolgoprudnyj,LOC,0.0,0.0,de,1,,,,,,,,,,
Drei-Mann-Cockpit,Drei-Mann-Cockpit,LOC,-0.15000000000000002,0.0,de,1,,,,,,,,,,
Konstantiniwka,Konstantiniwka,LOC,0.0,0.0,de,1,,,,,,,,,,
Regierungsspitze,Regierungsspitze,LOC,0.0,0.0,de,1,,,,,,,,,,
Frankfurter Landgericht,Frankfurter Landgericht,LOC,0.0,0.0,de,1,,,,,,,,,,
Jahresfrist,Jahresfrist,LOC,0.0,0.0,de,1,,,,,,,,,,
Ust-Luga,Ust-Luga,LOC,0.0,0.0,de,1,,,,,,,,,,
Drohnenboote,Drohnenboote,LOC,0.0,0.0,de,1,,,,,,,,,,
Grenznähe,Grenznähe,LOC,0.0,0.0,de,1,,,,,,,,,,
Marine-Werft,Marine-Werft,LOC,0.0,0.0,de,1,,,,,,,,,,
Tomahawks,Tomahawks,LOC,0.15000000000000002,0.0,de,1,,,,,,,,,,
Shanghai,Shanghai,LOC,0.0,1.0,de,1,,,,,,,,,,
Russla…,Russla…,LOC,0.0,0.0,de,1,,,,,,,,,,
Uralgebirge,Uralgebirge,LOC,0.0,0.0,de,1,,,,,,,,,,
Dortmund,Dortmund,LOC,0.0,0.0,de,1,,,,,,,,,,
Russin,Russin,LOC,-1.0,0.0,de,1,,,,,,,,,,
Regierungskreisen,Regierungskreisen,LOC,0.0,0.0,de,1,,,,,,,,,,
Triumphen,Triumphen,LOC,0.0,0.0,de,1,,,,,,,,,,
Nato-Ländern,Nato-Ländern,LOC,0.0,0.0,de,1,,,,,,,,,,
Zentralasien,Zentralasien,LOC,0.0,0.0,de,1,,,,,,,,,,
Land leertanken,Land leertanken,LOC,0.0,0.0,de,1,,,,,,,,,,
Treibstoffkn…,Treibstoffkn…,LOC,0.0,0.0,de,1,,,,,,,,,,
Streits,Streits,LOC,-0.7,0.0,de,1,,,,,,,,,,
Fabriken,Fabriken,LOC,0.0,0.0,de,1,,,,,,,,,,
Sommermorgen,Sommermorgen,LOC,1.0,0.0,de,1,,,,,,,,,,
Straftätern,Straftätern,LOC,-1.0,0.0,de,1,,,,,,,,,,
Bundesregierung,Bundesregierung,LOC,0.0,0.0,de,1,,,,,,,,,,
Tal der Tränen,Tal der Tränen,LOC,-0.7,0.0,de,1,,,,,,,,,,
Friedlicher,Friedlicher,LOC,0.5,0.5,de,1,,,,,,,,,,
Faridoon Tofan,Faridoon Tofan,LOC,0.0,0.0,de,1,,,,,,,,,,
Atomkraftwerks Saporischschja,Atomkraftwerks Saporischschja,LOC,-1.0,0.0,de,1,,,,,,,,,,
Messi,Messi,LOC,0.0,0.0,de,1,,,,,,,,,,
Putin,Putin,LOC,0.0,0.0,de,1,,,,,,,,,,
Windkraftanlagen,Windkraftanlagen,LOC,0.0,0.0,de,1,,,,,,,,,,
Brighton,Brighton,LOC,0.0,0.0,de,1,,,,,,,,,,
Schranken,Schranken,LOC,0.0,0.0,de,1,,,,,,,,,,
Kriegsanalysen,Kriegsanalysen,LOC,0.0,0.0,de,1,,,,,,,,,,
EU-Regeln,EU-Regeln,LOC,0.0,0.0,de,1,,,,,,,,,,
Rüstungsmilliarden,Rüstungsmilliarden,LOC,0.0,0.0,de,1,,,,,,,,,,
Finnen,Finnen,LOC,1.0,0.0,de,1,,,,,,,,,,
Trumps Wutausbrüchen,Trumps Wutausbrüchen,LOC,0.0,0.0,de,1,,,,,,,,,,
Grandezza,Grandezza,LOC,0.7,0.0,de,1,,,,,,,,,,
Mittwochabend,Mittwochabend,LOC,0.0,0.0,de,1,,,,,,,,,,
Deutschlan…,Deutschlan…,LOC,0.0,0.0,de,1,,,,,,,,,,
Kyjiws,Kyjiws,LOC,0.0,0.0,de,1,,,,,,,,,,
Provinz Hormusgan,Provinz Hormusgan,LOC,0.0,0.0,de,1,,,,,,,,,,
Hinspi…,Hinspi…,LOC,0.0,0.0,de,1,,,,,,,,,,
Amur,Amur,LOC,0.0,0.0,de,1,,,,,,,,,,
Verbot Getränke,Verbot Getränke,LOC,0.0,0.0,de,1,,,,,,,,,,
Baikonur,Baikonur,LOC,0.0,0.0,de,1,,,,,,,,,,
Milliarden-Deal,Milliarden-Deal,LOC,0.0,0.0,de,1,,,,,,,,,,
D…,D…,LOC,0.0,0.0,de,1,,,,,,,,,,
Huthi-Miliz,Huthi-Miliz,LOC,0.0,0.0,de,1,,,,,,,,,,
Rekordinvestitionen,Rekordinvestitionen,LOC,0.0,0.0,de,1,,,,,,,,,,
Bundeswehr-Trägerraketen,Bundeswehr-Trägerraketen,LOC,0.0,0.0,de,1,,,,,,,,,,
Jahresbilanz,Jahresbilanz,LOC,0.0,0.0,de,1,,,,,,,,,,
Ahrtal-Flut,Ahrtal-Flut,LOC,1.0,0.0,de,1,,,,,,,,,,
Altenahr,Altenahr,LOC,1.0,0.0,de,1,,,,,,,,,,
Startbasis,Startbasis,LOC,0.0,0.0,de,1,,,,,,,,,,
Zorns,Zorns,LOC,0.0,0.0,de,1,,,,,,,,,,
Westeuropas,Westeuropas,LOC,0.0,0.0,de,1,,,,,,,,,,
Chinesen,Chinesen,LOC,-1.0,0.0,de,1,,,,,,,,,,
Sehens,Sehens,LOC,0.0,0.0,de,1,,,,,,,,,,
US-Militär,US-Militär,LOC,0.0,0.0,de,1,,,,,,,,,,
Asowschen Meer,Asowschen Meer,LOC,0.0,0.0,de,1,,,,,,,,,,
Eskalation,Eskalation,LOC,0.0,0.0,de,1,,,,,,,,,,
Sportgerichtshof Cas,Sportgerichtshof Cas,LOC,-0.7,0.0,de,1,,,,,,,,,,
Internationalen Sportgerichtshof Cas,Internationalen Sportgerichtshof Cas,LOC,-0.7,0.0,de,1,,,,,,,,,,
Wolfsburg,Wolfsburg,LOC,0.0,0.0,de,1,,,,,,,,,,
Öldepots,Öldepots,LOC,-0.7,0.0,de,1,,,,,,,,,,
den Vereinigten Staaten,den Vereinigten Staaten,LOC,0.0,0.0,de,1,,,,,,,,,,
Tennessee,Tennessee,LOC,0.0,0.0,de,1,,,,,,,,,,
Saratow,Saratow,LOC,0.0,0.0,de,1,,,,,,,,,,
Dürreperioden,Dürreperioden,LOC,0.0,0.0,de,1,,,,,,,,,,
Oak Ridge,Oak Ridge,LOC,0.0,0.0,de,1,,,,,,,,,,
verleg…,verleg…,LOC,0.0,0.0,de,1,,,,,,,,,,
Weltberühmter Teppich von Bayeux,Weltberühmter Teppich von Bayeux,LOC,0.0,0.0,de,1,,,,,,,,,,
ARTE-Doku,ARTE-Doku,LOC,0.175,0.0,de,1,,,,,,,,,,
Landkreis Märkisch-Oderland,Landkreis Märkisch-Oderland,LOC,0.0,0.0,de,1,,,,,,,,,,
US-Interessen,US-Interessen,LOC,1.0,0.0,de,1,,,,,,,,,,
Umgang,Umgang,LOC,0.0,0.0,de,1,,,,,,,,,,
Wildberries,Wildberries,LOC,0.0,0.0,de,1,,,,,,,,,,
Waldbränden,Waldbränden,LOC,0.0,0.0,de,1,,,,,,,,,,
Theokraten,Theokraten,LOC,0.0,0.0,de,1,,,,,,,,,,
Bundesrepublik …,Bundesrepublik …,LOC,0.0,0.0,de,1,,,,,,,,,,
Hindukusch,Hindukusch,LOC,0.0,0.0,de,1,,,,,,,,,,
Bandar Abbas,Bandar Abbas,LOC,0.0,0.0,de,1,,,,,,,,,,
Elektroautos,Elektroautos,LOC,0.0,0.0,de,1,,,,,,,,,,
Insel Keschm,Insel Keschm,LOC,0.0,0.0,de,1,,,,,,,,,,
Batterie-Energiespeicheranlagen,Batterie-Energiespeicheranlagen,LOC,0.7,0.0,de,1,,,,,,,,,,
Schattenflotte,Schattenflotte,LOC,-0.7,0.0,de,1,,,,,,,,,,
Läden,Läden,LOC,0.0,0.0,de,1,,,,,,,,,,
Nato-Partnern,Nato-Partnern,LOC,0.0,0.0,de,1,,,,,,,,,,
Weltreise,Weltreise,LOC,0.0,0.0,de,1,,,,,,,,,,
Niedrige Ablöse,Niedrige Ablöse,LOC,0.0,0.0,de,1,,,,,,,,,,
Ivan-Franko-Platz,Ivan-Franko-Platz,LOC,0.0,0.0,de,1,,,,,,,,,,
Torreigen,Torreigen,LOC,0.0,0.0,de,1,,,,,,,,,,
Feuerwehreinsatz,Feuerwehreinsatz,LOC,-0.7,0.0,de,1,,,,,,,,,,
Twer,Twer,LOC,0.0,0.0,de,1,,,,,,,,,,
Wasserentnahme,Wasserentnahme,LOC,-0.85,0.0,de,1,,,,,,,,,,
Halbfinale-Verlierer,Halbfinale-Verlierer,LOC,-1.0,0.0,de,1,,,,,,,,,,
Amerikas,Amerikas,LOC,0.0,0.0,de,1,,,,,,,,,,
Autokraten,Autokraten,LOC,0.0,0.0,de,1,,,,,,,,,,
Baustellen,Baustellen,LOC,0.0,0.0,de,1,,,,,,,,,,
Frankfurter Flughafen,Frankfurter Flughafen,LOC,0.7,0.0,de,1,,,,,,,,,,
Umweltnews,Umweltnews,LOC,0.0,0.0,de,1,,,,,,,,,,
Julihimmel,Julihimmel,LOC,1.0,0.0,de,1,,,,,,,,,,
Bierlokal,Bierlokal,LOC,0.0,0.0,de,1,,,,,,,,,,
Ladprao,Ladprao,LOC,-1.0,0.0,de,1,,,,,,,,,,
Tower Bridge,Tower Bridge,LOC,0.0,0.0,de,1,,,,,,,,,,
Ebola,Ebola,LOC,-1.0,0.0,de,1,,,,,,,,,,
Regensburg,Regensburg,LOC,0.0,0.0,de,1,,,,,,,,,,
hessischen Stadt,hessischen Stadt,LOC,0.7,0.0,de,1,,,,,,,,,,
Finanzkreisen,Finanzkreisen,LOC,0.0,0.0,de,1,,,,,,,,,,
Wimbledon,Wimbledon,LOC,0.0,0.0,de,1,,,,,,,,,,
Big Ben,Big Ben,LOC,0.0,0.0,de,1,,,,,,,,,,
Zeppelin,Zeppelin,LOC,0.0,0.0,de,1,,,,,,,,,,
US-Partner,US-Partner,LOC,0.0,0.0,de,1,,,,,,,,,,
City,City,LOC,0.0,0.0,de,1,,,,,,,,,,
Oppositionspolitiker,Oppositionspolitiker,LOC,0.0,0.0,de,1,,,,,,,,,,
Iserbrook,Iserbrook,LOC,0.0,0.0,de,1,,,,,,,,,,
Eisenhüttenstadt,Eisenhüttenstadt,LOC,-1.0,0.0,de,1,,,,,,,,,,
Yucatán,Yucatán,LOC,0.0,0.0,de,1,,,,,,,,,,
Bundeshauses in,Bundeshauses in,LOC,0.0,0.0,de,1,,,,,,,,,,
Azt…,Azt…,LOC,0.0,0.0,de,1,,,,,,,,,,
Landesbetrieb Forst,Landesbetrieb Forst,LOC,0.0,0.0,de,1,,,,,,,,,,
Eberswalde,Eberswalde,LOC,0.0,0.0,de,1,,,,,,,,,,
Landesbehördenzentrums,Landesbehördenzentrums,LOC,0.0,0.0,de,1,,,,,,,,,,
Starlink,Starlink,LOC,0.7,0.0,de,1,,,,,,,,,,
Tschetschenien,Tschetschenien,LOC,0.0,0.0,de,1,,,,,,,,,,
Grand Central Bahnhof,Grand Central Bahnhof,LOC,0.0,0.0,de,1,,,,,,,,,,
Biberach,Biberach,LOC,0.0,0.0,de,1,,,,,,,,,,
Kunstbiennale von Venedig,Kunstbiennale von Venedig,LOC,0.0,0.0,de,1,,,,,,,,,,
Lyman,Lyman,LOC,0.0,0.0,de,1,,,,,,,,,,
Dortmund…,Dortmund…,LOC,0.0,0.0,de,1,,,,,,,,,,
Wolga,Wolga,LOC,0.0,0.0,de,1,,,,,,,,,,
Frostbereich,Frostbereich,LOC,0.0,0.0,de,1,,,,,,,,,,
Wochenende,Wochenende,LOC,0.0,1.0,de,1,,,,,,,,,,
Landkreis Potsdam-Mittelmark glei…,Landkreis Potsdam-Mittelmark glei…,LOC,0.0,0.0,de,1,,,,,,,,,,
Medien,Medien,LOC,-1.0,0.0,de,1,,,,,,,,,,
Timmy,Timmy,LOC,-1.0,0.0,de,1,,,,,,,,,,
Afghanen,Afghanen,LOC,0.0,0.0,de,1,,,,,,,,,,
US-Steuer,US-Steuer,LOC,0.0,0.0,de,1,,,,,,,,,,
kollabierender,kollabierender,LOC,0.0,0.0,de,1,,,,,,,,,,
türkische Regierung,türkische Regierung,LOC,0.0,0.0,de,1,,,,,,,,,,
Innenstadt,Innenstadt,LOC,0.0,0.0,de,1,,,,,,,,,,
Atomkraftwerk Saporischschja,Atomkraftwerk Saporischschja,LOC,0.0,0.0,de,1,,,,,,,,,,
Olympiakampagne,Olympiakampagne,LOC,0.7,0.0,de,1,,,,,,,,,,
Beitrittsverhandlungen,Beitrittsverhandlungen,LOC,0.0,0.0,de,1,,,,,,,,,,
Unterfangen,Unterfangen,LOC,0.0,0.0,de,1,,,,,,,,,,
Östereichs,Östereichs,LOC,0.0,0.0,de,1,,,,,,,,,,
Beitrittskonferenzen,Beitrittskonferenzen,LOC,0.0,0.0,de,1,,,,,,,,,,
Republik Moldau,Republik Moldau,LOC,0.0,0.0,de,1,,,,,,,,,,
Zielgeraden,Zielgeraden,LOC,0.0,0.0,de,1,,,,,,,,,,
Adré,Adré,LOC,0.7,0.0,de,1,,,,,,,,,,
Nachbarland,Nachbarland,LOC,0.0,1.0,de,1,,,,,,,,,,
Westens,Westens,LOC,0.0,0.0,de,1,,,,,,,,,,
Tonndorf,Tonndorf,LOC,0.0,0.0,de,1,,,,,,,,,,
EU-Außenminister,EU-Außenminister,LOC,-0.7,0.0,de,1,,,,,,,,,,
EU-Kommissarin,EU-Kommissarin,LOC,0.0,0.0,de,1,,,,,,,,,,
Frontnähe,Frontnähe,LOC,0.0,0.0,de,1,,,,,,,,,,
Logistikwege,Logistikwege,LOC,0.0,0.0,de,1,,,,,,,,,,
TTS-Player überspringenArtikel,TTS-Player überspringenArtikel,LOC,0.0,0.0,de,1,,,,,,,,,,
Anhängern,Anhängern,LOC,0.0,0.0,de,1,,,,,,,,,,
Räumung von Minen,Räumung von Minen,LOC,0.0,0.0,de,1,,,,,,,,,,
Smyrtos,Smyrtos,LOC,0.0,0.0,de,1,,,,,,,,,,
Hedschasbahn,Hedschasbahn,LOC,0.0,0.0,de,1,,,,,,,,,,
Eisinsel,Eisinsel,LOC,0.7,0.0,de,1,,,,,,,,,,
Southwark,Southwark,LOC,0.0,0.0,de,1,,,,,,,,,,
Tula,Tula,LOC,0.0,0.0,de,1,,,,,,,,,,
Flugzeug-Plan,Flugzeug-Plan,LOC,-0.7,0.0,de,1,,,,,,,,,,
Kampfpanzer,Kampfpanzer,LOC,-0.7,0.0,de,1,,,,,,,,,,
Noworossija-Autobahn,Noworossija-Autobahn,LOC,0.0,1.0,de,1,,,,,,,,,,
Browdi,Browdi,LOC,0.0,1.0,de,1,,,,,,,,,,
Noworossija-Route,Noworossija-Route,LOC,0.0,0.0,de,1,,,,,,,,,,
Griffnähe,Griffnähe,LOC,0.0,0.0,de,1,,,,,,,,,,
Griffnäh…,Griffnäh…,LOC,0.0,0.0,de,1,,,,,,,,,,
Luxusautos,Luxusautos,LOC,0.0,0.0,de,1,,,,,,,,,,
Tytan,Tytan,LOC,0.0,0.0,de,1,,,,,,,,,,
Mond,Mond,LOC,-0.35,0.5,de,1,,,,,,,,,,
Herr Cohn-Bendit,Herr Cohn-Bendit,LOC,0.0,0.0,de,1,,,,,,,,,,
Frankfurt,Frankfurt,LOC,0.0,0.0,de,1,,,,,,,,,,
Armjansk,Armjansk,LOC,0.0,0.0,de,1,,,,,,,,,,
Albanische Behörde,Albanische Behörde,LOC,0.0,0.0,de,1,,,,,,,,,,
Konta…,Konta…,LOC,0.0,0.0,de,1,,,,,,,,,,
Puschkin,Puschkin,LOC,1.0,0.0,de,1,,,,,,,,,,
Gogol,Gogol,LOC,1.0,0.0,de,1,,,,,,,,,,
Verkehrsinfrastrukt…,Verkehrsinfrastrukt…,LOC,0.0,0.0,de,1,,,,,,,,,,
Watford,Watford,LOC,0.7,0.0,de,1,,,,,,,,,,
zwisc…,zwisc…,LOC,0.0,0.0,de,1,,,,,,,,,,
U-Bahn-Station Niendorf,U-Bahn-Station Niendorf,LOC,0.0,0.0,de,1,,,,,,,,,,
Nabobs,Nabobs,LOC,-1.0,0.0,de,1,,,,,,,,,,
Garten des Weißen Hauses Gladiatorenspiele,Garten des Weißen Hauses Gladiatorenspiele,LOC,-1.0,0.0,de,1,,,,,,,,,,
Leipzig,Leipzig,LOC,0.0,0.0,de,1,,,,,,,,,,
Raffinerie,Raffinerie,LOC,0.0,0.0,de,1,,,,,,,,,,
Schoss Versailles,Schoss Versailles,LOC,0.0,0.0,de,1,,,,,,,,,,
Straße von Hormus «unverzüg…,Straße von Hormus «unverzüg…,LOC,0.0,0.0,de,1,,,,,,,,,,
brandenburgischen Potsdam,brandenburgischen Potsdam,LOC,0.0,0.0,de,1,,,,,,,,,,
Fähigkeitslücken,Fähigkeitslücken,LOC,0.0,0.0,de,1,,,,,,,,,,
Kunst-Residency-Betrug,Kunst-Residency-Betrug,LOC,-1.0,0.0,de,1,,,,,,,,,,
Diesel,Diesel,LOC,0.0,0.0,de,1,,,,,,,,,,
Alster,Alster,LOC,0.0,0.0,de,1,,,,,,,,,,
Vogelgrippe,Vogelgrippe,LOC,0.0,1.0,de,1,,,,,,,,,,
Heard…,Heard…,LOC,0.0,0.0,de,1,,,,,,,,,,
Antony,Antony,LOC,0.7,0.0,de,1,,,,,,,,,,
Süderelbbrücke,Süderelbbrücke,LOC,0.0,0.0,de,1,,,,,,,,,,
Autobahn 1,Autobahn 1,LOC,0.0,0.0,de,1,,,,,,,,,,
Luzern,Luzern,LOC,0.0,0.0,de,1,,,,,,,,,,
Bremen am Morgen,Bremen am Morgen,LOC,0.0,0.0,de,1,,,,,,,,,,
US-Deal,US-Deal,LOC,0.0,0.0,de,1,,,,,,,,,,
Absatz,Absatz,LOC,0.0,0.0,de,1,,,,,,,,,,
Rape Gang,Rape Gang,LOC,0.0,0.0,de,1,,,,,,,,,,
Bün…,Bün…,LOC,0.0,0.0,de,1,,,,,,,,,,
Mekka,Mekka,LOC,0.0,0.0,de,1,,,,,,,,,,
Hedschas-Bahn,Hedschas-Bahn,LOC,0.0,1.0,de,1,,,,,,,,,,
Spectrum-Rätsel,Spectrum-Rätsel,LOC,0.0,0.0,de,1,,,,,,,,,,
Nachrichtenagentur Bloomberg,Nachrichtenagentur Bloomberg,LOC,0.0,0.0,de,1,,,,,,,,,,
Vereinbarungsentwurf,Vereinbarungsentwurf,LOC,0.7,0.0,de,1,,,,,,,,,,
Bundeswehr-Mandat,Bundeswehr-Mandat,LOC,0.7,0.0,de,1,,,,,,,,,,
Évian,Évian,LOC,0.7,0.0,de,1,,,,,,,,,,
Badesaison,Badesaison,LOC,0.0,1.0,de,1,,,,,,,,,,
Leipziger Flughafen,Leipziger Flughafen,LOC,0.0,0.0,de,1,,,,,,,,,,
Actionthrillern,Actionthrillern,LOC,-1.0,0.0,de,1,,,,,,,,,,
Hollywood-Regisseurs,Hollywood-Regisseurs,LOC,-1.0,0.0,de,1,,,,,,,,,,
Ángel di María,Ángel di María,LOC,0.0,0.0,de,1,,,,,,,,,,
Los,Los,LOC,0.0,0.0,de,1,,,,,,,,,,
Kontinents,Kontinents,LOC,0.0,0.0,de,1,,,,,,,,,,
Warnschüsse,Warnschüsse,LOC,0.0,0.0,de,1,,,,,,,,,,
Ärmelkanal Warnschüsse,Ärmelkanal Warnschüsse,LOC,0.0,0.0,de,1,,,,,,,,,,
Karibik-Staat,Karibik-Staat,LOC,-1.0,0.0,de,1,,,,,,,,,,
Bürgerschaft,Bürgerschaft,LOC,0.0,0.0,de,1,,,,,,,,,,
Port-a…,Port-a…,LOC,0.0,0.0,de,1,,,,,,,,,,
and…,and…,LOC,0.0,0.0,de,1,,,,,,,,,,
Verlierern,Verlierern,LOC,0.0,0.0,de,1,,,,,,,,,,
Guterres,Guterres,LOC,1.0,0.0,de,1,,,,,,,,,,
Trockenen,Trockenen,LOC,1.0,0.0,de,1,,,,,,,,,,
Évian-les-Bains,Évian-les-Bains,LOC,0.0,0.0,de,1,,,,,,,,,,
Folterknast,Folterknast,LOC,0.0,0.0,de,1,,,,,,,,,,
Knast!,Knast!,LOC,0.0,0.0,de,1,,,,,,,,,,
Vancouver,Vancouver,LOC,0.0,0.0,de,1,,,,,,,,,,
St…,St…,LOC,0.0,0.0,de,1,,,,,,,,,,
Patriot-Lücke,Patriot-Lücke,LOC,0.0,0.0,de,1,,,,,,,,,,
Treibstoffknappheit,Treibstoffknappheit,LOC,0.0,0.0,de,1,,,,,,,,,,
Welt-Interview,Welt-Interview,LOC,0.7,0.0,de,1,,,,,,,,,,
Gör…,Gör…,LOC,0.0,0.0,de,1,,,,,,,,,,
Urlauberhorden,Urlauberhorden,LOC,0.0,0.0,de,1,,,,,,,,,,
Spanischen Treppe,Spanischen Treppe,LOC,0.0,0.0,de,1,,,,,,,,,,
Houston,Houston,LOC,-0.7,0.0,de,1,,,,,,,,,,
Luxus-Ressort,Luxus-Ressort,LOC,0.0,0.0,de,1,,,,,,,,,,
Tivat,Tivat,LOC,0.0,0.0,de,1,,,,,,,,,,
Galai,Galai,LOC,0.0,1.0,de,1,,,,,,,,,,
ukrainischen Grenze,ukrainischen Grenze,LOC,0.0,1.0,de,1,,,,,,,,,,
Enciso,Enciso,LOC,-0.85,0.0,de,1,,,,,,,,,,
Magyar,Magyar,LOC,0.0,0.0,de,1,,,,,,,,,,
Albany von,Albany von,LOC,0.0,0.0,de,1,,,,,,,,,,
Trump-Schwiegersohn,Trump-Schwiegersohn,LOC,0.0,0.0,de,1,,,,,,,,,,
Naturschutzgebiet,Naturschutzgebiet,LOC,0.0,0.0,de,1,,,,,,,,,,
Land u…,Land u…,LOC,-0.7,0.0,de,1,,,,,,,,,,
Sirene,Sirene,LOC,0.0,0.0,de,1,,,,,,,,,,
Werkgelände,Werkgelände,LOC,0.0,0.0,de,1,,,,,,,,,,
Tampa mi…,Tampa mi…,LOC,0.0,0.0,de,1,,,,,,,,,,
West“,West“,LOC,0.0,0.0,de,1,,,,,,,,,,
Südkaukasus,Südkaukasus,LOC,-0.15000000000000002,0.0,de,1,,,,,,,,,,
Sankt Petersburg,Sankt Petersburg,LOC,-0.85,0.0,de,1,,,,,,,,,,
Auswärtige Amt ha…,Auswärtige Amt ha…,LOC,0.0,0.0,de,1,,,,,,,,,,
Neukölln,Neukölln,LOC,0.0,0.0,de,1,,,,,,,,,,
Berg kreißte,Berg kreißte,LOC,0.0,0.0,de,1,,,,,,,,,,
Leidens,Leidens,LOC,0.0,0.0,de,1,,,,,,,,,,
UN-Sicherheitsrat,UN-Sicherheitsrat,LOC,0.0,0.0,de,1,,,,,,,,,,
ukrainis…,ukrainis…,LOC,0.0,0.0,de,1,,,,,,,,,,
blaue Auswärtstrikot,blaue Auswärtstrikot,LOC,0.0,0.0,de,1,,,,,,,,,,
Lula,Lula,LOC,-0.7,0.0,de,1,,,,,,,,,,
Inselrepublik,Inselrepublik,LOC,0.7,0.0,de,1,,,,,,,,,,
Bundestagsabgeordneten,Bundestagsabgeordneten,LOC,0.0,0.0,de,1,,,,,,,,,,
Tena,Tena,LOC,-0.7,0.0,de,1,,,,,,,,,,
Waffenstillstand,Waffenstillstand,LOC,0.0,0.0,de,1,,,,,,,,,,
Testspiel-Überraschung,Testspiel-Überraschung,LOC,0.0,0.0,de,1,,,,,,,,,,
Balkans,Balkans,LOC,-0.7,0.0,de,1,,,,,,,,,,
Raketen-Deal,Raketen-Deal,LOC,0.0,0.0,de,1,,,,,,,,,,
Boiki,Boiki,LOC,0.0,0.0,de,1,,,,,,,,,,
Mega-Doku,Mega-Doku,LOC,0.0,0.0,de,1,,,,,,,,,,
Drohnen-Pilot,Drohnen-Pilot,LOC,-0.5666666666666667,0.3333333333333333,de,1,,,,,,,,,,
Straße brennen Laster,Straße brennen Laster,LOC,-0.7,0.0,de,1,,,,,,,,,,
R280,R280,LOC,0.0,0.0,de,1,,,,,,,,,,
